name,email,date_of_birth,mobile_no,reason
Rebecca Martinez,Rebecca_Martinez@russell.com,10/26/1988,171597,MOBILE NUMBER NOT 8 DIGITS
Marissa Mccoy,Marissa_Mccoy@ruiz.com,1991-08-23,9407994,MOBILE NUMBER NOT 8 DIGITS
Ricky Kerr,Ricky_Kerr@fischer-savage.biz,2006/04/27,200889,MOBILE NUMBER NOT 8 DIGITS
Anna Campbell,Anna_Campbell@alvarez.com,11-04-1991,875505,MOBILE NUMBER NOT 8 DIGITS
Marie Walters,Marie_Walters@navarro.biz,1978-03-10,995145,MOBILE NUMBER NOT 8 DIGITS
Marc Davis,Marc_Davis@harris.com,05/20/1980,9659 7403,MOBILE NUMBER NOT 8 DIGITS
James Dixon,James_Dixon@manning.com,05/18/2007,337551,MOBILE NUMBER NOT 8 DIGITS
Vicki Ramirez,Vicki_Ramirez@mcdonald.com,2013-01-17,71806,MOBILE NUMBER NOT 8 DIGITS
Krista Campbell,Krista_Campbell@stark.net,24-04-1994,357441,MOBILE NUMBER NOT 8 DIGITS
Lauren Patterson,Lauren_Patterson@love-taylor.net,12/01/2009,85706,MOBILE NUMBER NOT 8 DIGITS
Megan Clark,Megan_Clark@lutz-garrison.info,1960/09/28,17556,MOBILE NUMBER NOT 8 DIGITS
Judy Zimmerman,Judy_Zimmerman@baker.com,11/09/2017,6415123,MOBILE NUMBER NOT 8 DIGITS
Joseph Williams MD,Joseph_Williams@wall-smith.info,2001-07-01,97871,MOBILE NUMBER NOT 8 DIGITS
Lori Acevedo,Lori_Acevedo@randolph.com,30-10-1978,50796,MOBILE NUMBER NOT 8 DIGITS
Dawn Snyder,Dawn_Snyder@long-hamilton.info,1956-07-08,245361,MOBILE NUMBER NOT 8 DIGITS
Jennifer Simmons,Jennifer_Simmons@matthews.com,05-11-1984,69056,MOBILE NUMBER NOT 8 DIGITS
Alyssa Nunez,Alyssa_Nunez@johnson.com,1992-08-24,46831,MOBILE NUMBER NOT 8 DIGITS
Robert Black,Robert_Black@cooper.biz,19-06-1980,768243,MOBILE NUMBER NOT 8 DIGITS
Julia Young,Julia_Young@bishop.info,20-07-1989,67471,MOBILE NUMBER NOT 8 DIGITS
Melinda Barnes,Melinda_Barnes@porter.com,1953/06/18,83881,MOBILE NUMBER NOT 8 DIGITS
Mr. Brett Armstrong,Brett_Armstrong@baker-madden.net,03/17/1982,849219,MOBILE NUMBER NOT 8 DIGITS
Erik Stevenson,Erik_Stevenson@byrd.com,2007-07-06,171309,MOBILE NUMBER NOT 8 DIGITS
Daniel George,Daniel_George@wolf-rojas.com,1984-12-09,280101,MOBILE NUMBER NOT 8 DIGITS
Lindsey Jones,Lindsey_Jones@roberts-gonzalez.net,27-03-1954,3487156,MOBILE NUMBER NOT 8 DIGITS
Virginia Lopez,Virginia_Lopez@anderson.com,05-08-1993,4644613,MOBILE NUMBER NOT 8 DIGITS
Andrew Brown,Andrew_Brown@lindsey-villanueva.com,1992-04-04,2683360,MOBILE NUMBER NOT 8 DIGITS
Donna Lowery,Donna_Lowery@warren.info,1955/03/26,1934388,MOBILE NUMBER NOT 8 DIGITS
Alexis Andrade,Alexis_Andrade@santiago.com,05/04/2014,77956,MOBILE NUMBER NOT 8 DIGITS
Alyssa Pierce,Alyssa_Pierce@ruiz.com,05/16/1968,9583 9991,MOBILE NUMBER NOT 8 DIGITS
Tara Johnson,Tara_Johnson@smith-brown.com,01/01/1962,74946,MOBILE NUMBER NOT 8 DIGITS
Pamela Scott,Pamela_Scott@thompson-myers.com,04/08/1994,90651,MOBILE NUMBER NOT 8 DIGITS
Martin Ward,Martin_Ward@jones.info,1992-08-15,787521,MOBILE NUMBER NOT 8 DIGITS
Kristina Hernandez,Kristina_Hernandez@martin.com,1963/08/21,12016,MOBILE NUMBER NOT 8 DIGITS
Robert Bush,Robert_Bush@simmons.com,01/10/1968,17296,MOBILE NUMBER NOT 8 DIGITS
Rebecca Larson,Rebecca_Larson@shannon-long.com,01/14/1993,12481,MOBILE NUMBER NOT 8 DIGITS
Brittany Watson,Brittany_Watson@hernandez.biz,1990/06/19,550599,MOBILE NUMBER NOT 8 DIGITS
Edward Burns,Edward_Burns@graham.org,1951-06-18,68976471,EMAIL NOT .NET OR .COM
John Prince,John_Prince@rodriguez-richardson.com,07-03-1976,940833,MOBILE NUMBER NOT 8 DIGITS
Ashley Boyer,Ashley_Boyer@miller.com,20-10-1970,815421,MOBILE NUMBER NOT 8 DIGITS
James Dean,James_Dean@garcia.com,1991/09/21,590115,MOBILE NUMBER NOT 8 DIGITS
Natalie Gordon,Natalie_Gordon@zhang.com,23-03-2013,764475,MOBILE NUMBER NOT 8 DIGITS
Ryan Smith,Ryan_Smith@simpson-smith.com,1976/07/06,229317,MOBILE NUMBER NOT 8 DIGITS
William Delgado,William_Delgado@russell.com,2007-08-16,71961335,BELOW 18
Brian Johnson,Brian_Johnson@glover.com,06/06/1954,6134969,MOBILE NUMBER NOT 8 DIGITS
James Patel,James_Patel@ramos.com,04/21/1951,4207491,MOBILE NUMBER NOT 8 DIGITS
Allen Rogers,Allen_Rogers@lewis.org,1961/03/05,88834151,EMAIL NOT .NET OR .COM
Aimee Reyes,Aimee_Reyes@dunn.com,1954-12-14,3252852,MOBILE NUMBER NOT 8 DIGITS
Edward Griffin,Edward_Griffin@mcconnell.net,01-12-1988,73951,MOBILE NUMBER NOT 8 DIGITS
Debra Baker,Debra_Baker@mitchell.com,2017/07/28,87896,MOBILE NUMBER NOT 8 DIGITS
Yvette Kramer,Yvette_Kramer@greene.biz,05/13/1997,9038562,MOBILE NUMBER NOT 8 DIGITS
Alyssa Williams DVM,Alyssa_Williams@huff.com,1958/03/16,25031,MOBILE NUMBER NOT 8 DIGITS
John Cunningham,John_Cunningham@moore-norton.com,2002/10/07,89356,MOBILE NUMBER NOT 8 DIGITS
Dana Gilbert,Dana_Gilbert@mclean-livingston.biz,30-04-1976,8521150,MOBILE NUMBER NOT 8 DIGITS
Stephen Henry,Stephen_Henry@jones.com,1981/07/23,58641,MOBILE NUMBER NOT 8 DIGITS
Bradley James,Bradley_James@smith.com,1965-11-03,6789630,MOBILE NUMBER NOT 8 DIGITS
Melinda Peters,Melinda_Peters@schroeder-king.com,02/12/1973,275385,MOBILE NUMBER NOT 8 DIGITS
Robert Goodman,Robert_Goodman@atkinson.com,01/31/2010,81801,MOBILE NUMBER NOT 8 DIGITS
Leslie Moore,Leslie_Moore@waller.org,12/09/1984,1323 7891,MOBILE NUMBER NOT 8 DIGITS
Sarah Gray,Sarah_Gray@ryan-reese.org,08/27/1995,18121,MOBILE NUMBER NOT 8 DIGITS
Amy Haynes,Amy_Haynes@suarez.net,2000-01-28,57376,MOBILE NUMBER NOT 8 DIGITS
Gary Dean,Gary_Dean@harrison-farley.com,07/03/1955,519399,MOBILE NUMBER NOT 8 DIGITS
Jonathan Duran,Jonathan_Duran@dixon.com,10/20/1981,289695,MOBILE NUMBER NOT 8 DIGITS
Elizabeth Ruiz,Elizabeth_Ruiz@bell-ho.com,1979/02/02,697629,MOBILE NUMBER NOT 8 DIGITS
Caitlin Lewis,Caitlin_Lewis@miller.com,07/04/2007,7931512,MOBILE NUMBER NOT 8 DIGITS
Micheal Blackburn,Micheal_Blackburn@lewis.org,10/10/1962,7063 7879,MOBILE NUMBER NOT 8 DIGITS
Sheryl Mccarthy,Sheryl_Mccarthy@fox-johnson.org,03/29/1997,3859556,MOBILE NUMBER NOT 8 DIGITS
Lisa Smith,Lisa_Smith@johnson.com,09/21/2004,12546,MOBILE NUMBER NOT 8 DIGITS
Jared Juarez,Jared_Juarez@neal.info,12/04/1975,65986,MOBILE NUMBER NOT 8 DIGITS
Brett Castro,Brett_Castro@wilson.com,2005/03/11,875235,MOBILE NUMBER NOT 8 DIGITS
Jessica Murray,Jessica_Murray@lewis.com,2000-09-08,97696,MOBILE NUMBER NOT 8 DIGITS
Austin Coffey,Austin_Coffey@wolf.biz,2010/07/03,782595,MOBILE NUMBER NOT 8 DIGITS
Shelly Jacobs,Shelly_Jacobs@jones.org,24-02-1977,9984906,MOBILE NUMBER NOT 8 DIGITS
Elizabeth Logan,Elizabeth_Logan@hale.org,2005/01/14,177789,MOBILE NUMBER NOT 8 DIGITS
Cody Anderson,Cody_Anderson@arroyo.com,1960-09-29,53651,MOBILE NUMBER NOT 8 DIGITS
Kayla Wood,Kayla_Wood@wallace.com,1999/03/06,393903,MOBILE NUMBER NOT 8 DIGITS
Paul Singh DDS,Paul_Singh@silva-callahan.com,11-11-1951,256683,MOBILE NUMBER NOT 8 DIGITS
James Mays,James_Mays@daniel.biz,1969-10-13,56033271,EMAIL NOT .NET OR .COM
Thomas Moore,Thomas_Moore@cain.com,2009/07/24,36306,MOBILE NUMBER NOT 8 DIGITS
Linda Pacheco,Linda_Pacheco@moore.com,1969/01/17,4596047,MOBILE NUMBER NOT 8 DIGITS
Jenny Clark,Jenny_Clark@soto.com,1976/07/08,271815,MOBILE NUMBER NOT 8 DIGITS
Patrick Guzman,Patrick_Guzman@ryan-todd.biz,1960/06/10,9436477,MOBILE NUMBER NOT 8 DIGITS
Mr. Scott Peters,Scott_Peters@barnes-diaz.com,03/03/2013,3644880,MOBILE NUMBER NOT 8 DIGITS
John Stevenson,John_Stevenson@horton.com,2000/06/08,598899,MOBILE NUMBER NOT 8 DIGITS
Kristina Brooks,Kristina_Brooks@anderson.com,04/21/2004,72641,MOBILE NUMBER NOT 8 DIGITS
Nancy Aguilar,Nancy_Aguilar@lane.com,08/11/1995,9751 6423,MOBILE NUMBER NOT 8 DIGITS
Robert Brown,Robert_Brown@perez.info,1991-06-26,813777,MOBILE NUMBER NOT 8 DIGITS
Jessica Williams,Jessica_Williams@thomas-martin.com,08/24/1973,2647 2931,MOBILE NUMBER NOT 8 DIGITS
David Brown,David_Brown@coffey.com,04-03-1971,30431,MOBILE NUMBER NOT 8 DIGITS
Dorothy Munoz,Dorothy_Munoz@martinez.net,01-01-1973,752553,MOBILE NUMBER NOT 8 DIGITS
Jason Lawson,Jason_Lawson@mcintyre.com,10-01-1997,780189,MOBILE NUMBER NOT 8 DIGITS
James Hall,James_Hall@smith.info,2008/01/31,858027,MOBILE NUMBER NOT 8 DIGITS
Patricia Carpenter,Patricia_Carpenter@jordan-mendoza.org,17-12-1985,4425457,MOBILE NUMBER NOT 8 DIGITS
Jeff Cardenas,Jeff_Cardenas@cunningham.com,1969-08-10,4531605,MOBILE NUMBER NOT 8 DIGITS
Michelle Johnson,Michelle_Johnson@smith.org,1967-08-20,94747727,EMAIL NOT .NET OR .COM
Frank Madden,Frank_Madden@haley.net,1990/11/04,1185514,MOBILE NUMBER NOT 8 DIGITS
George Tanner,George_Tanner@pacheco-olson.com,25-04-1958,96191,MOBILE NUMBER NOT 8 DIGITS
Jesse Frazier,Jesse_Frazier@webb-riley.com,11/02/1956,2243319,MOBILE NUMBER NOT 8 DIGITS
Edward Russell,Edward_Russell@eaton-jones.com,03/31/1961,454155,MOBILE NUMBER NOT 8 DIGITS
Diana Mcdonald,Diana_Mcdonald@dillon-johnson.com,03/09/1968,8910840,MOBILE NUMBER NOT 8 DIGITS
Randy Dawson,Randy_Dawson@johnson.com,05/25/1969,3704177,MOBILE NUMBER NOT 8 DIGITS
Jasmine Williams,Jasmine_Williams@levy.com,1979-01-25,93936,MOBILE NUMBER NOT 8 DIGITS
Sara Young,Sara_Young@thornton.com,20-07-1984,735591,MOBILE NUMBER NOT 8 DIGITS
Christina Torres,Christina_Torres@rodriguez.net,08/29/2017,892383,MOBILE NUMBER NOT 8 DIGITS
Maria Bailey,Maria_Bailey@quinn.com,08/09/1974,1331198,MOBILE NUMBER NOT 8 DIGITS
Charles Bartlett,Charles_Bartlett@thomas-wilson.com,07/09/2002,9629845,MOBILE NUMBER NOT 8 DIGITS
Natalie Parker,Natalie_Parker@hernandez.com,15-02-1997,59446,MOBILE NUMBER NOT 8 DIGITS
Paula Hernandez DDS,Paula_Hernandez@obrien.com,1986-10-01,49086,MOBILE NUMBER NOT 8 DIGITS
Jessica Jenkins,Jessica_Jenkins@small.com,1974/04/13,75096,MOBILE NUMBER NOT 8 DIGITS
Drew Henson,Drew_Henson@taylor.org,20-09-2018,698007,MOBILE NUMBER NOT 8 DIGITS
Michael Davis,Michael_Davis@hill.org,2010/02/03,49850919,EMAIL NOT .NET OR .COM
Ian Ramos,Ian_Ramos@smith-edwards.info,23-06-2011,5515322,MOBILE NUMBER NOT 8 DIGITS
Anna Wright,Anna_Wright@nguyen-robertson.com,31-12-2000,5426709,MOBILE NUMBER NOT 8 DIGITS
Ashley Anderson,Ashley_Anderson@bailey-rice.com,1998/01/02,28346,MOBILE NUMBER NOT 8 DIGITS
Jennifer Wright,Jennifer_Wright@francis.org,1960-07-26,9076747,MOBILE NUMBER NOT 8 DIGITS
Nicole Lopez,Nicole_Lopez@fox.com,25-03-2000,461409,MOBILE NUMBER NOT 8 DIGITS
Tara Ellis,Tara_Ellis@faulkner.com,21-01-2013,65996,MOBILE NUMBER NOT 8 DIGITS
Hannah Elliott,Hannah_Elliott@edwards.com,05-02-1961,4880142,MOBILE NUMBER NOT 8 DIGITS
Gavin Rodriguez,Gavin_Rodriguez@butler-hunt.com,09/17/2015,976137,MOBILE NUMBER NOT 8 DIGITS
Johnny Jackson,Johnny_Jackson@gaines-brown.com,2002/01/07,439215,MOBILE NUMBER NOT 8 DIGITS
Martin Garrett,Martin_Garrett@owens.com,1956/07/03,4124730,MOBILE NUMBER NOT 8 DIGITS
Terri Hayes,Terri_Hayes@williams.org,02/21/1962,2552880,MOBILE NUMBER NOT 8 DIGITS
Adam Huang,Adam_Huang@brown.info,30-10-1999,19505759,EMAIL NOT .NET OR .COM
Carolyn Garner,Carolyn_Garner@barker.com,1958-10-25,8988155,MOBILE NUMBER NOT 8 DIGITS
Lisa Lee,Lisa_Lee@walker-vazquez.net,10/21/1961,2100428,MOBILE NUMBER NOT 8 DIGITS
Rodney Escobar,Rodney_Escobar@hughes.com,04/30/1976,24406,MOBILE NUMBER NOT 8 DIGITS
Michael Johnson,Michael_Johnson@smith.biz,1995/04/23,50520919,EMAIL NOT .NET OR .COM
Michelle Carter DVM,Michelle_Carter@lara.com,2016-04-26,33246,MOBILE NUMBER NOT 8 DIGITS
John Dunn,John_Dunn@delacruz.org,1984-01-11,625113,MOBILE NUMBER NOT 8 DIGITS
Terry Pierce,Terry_Pierce@warner-reyes.com,09/10/1964,9151 8459,MOBILE NUMBER NOT 8 DIGITS
David Buck,David_Buck@taylor-robinson.net,03/05/1968,28481,MOBILE NUMBER NOT 8 DIGITS
Jennifer Newman,Jennifer_Newman@bell.com,1984/05/29,996087,MOBILE NUMBER NOT 8 DIGITS
Cynthia Lee,Cynthia_Lee@lin-francis.com,05/24/2002,7189190,MOBILE NUMBER NOT 8 DIGITS
Sylvia Clark,Sylvia_Clark@spencer.com,02/01/1952,149289,MOBILE NUMBER NOT 8 DIGITS
Joseph Taylor,Joseph_Taylor@peck.net,03/29/1950,3532621,MOBILE NUMBER NOT 8 DIGITS
Kathleen Barton,Kathleen_Barton@moreno.com,1959-11-10,91591,MOBILE NUMBER NOT 8 DIGITS
Michael Harris Jr.,Michael_Harris@mcknight.com,21-02-2006,3416260,MOBILE NUMBER NOT 8 DIGITS
Eric Benson,Eric_Benson@brooks.com,07/01/2013,1324058,MOBILE NUMBER NOT 8 DIGITS
Curtis Butler,Curtis_Butler@king.info,10/12/1968,14771,MOBILE NUMBER NOT 8 DIGITS
Brittany Le,Brittany_Le@evans-harrison.com,1984/09/18,3191609,MOBILE NUMBER NOT 8 DIGITS
Jeremiah Sims,Jeremiah_Sims@white-baldwin.com,1977/06/09,28096,MOBILE NUMBER NOT 8 DIGITS
David Davis,David_Davis@robinson-lee.net,1973/05/02,58916,MOBILE NUMBER NOT 8 DIGITS
Tiffany Bond,Tiffany_Bond@mccall.com,12/05/1984,44416,MOBILE NUMBER NOT 8 DIGITS
Patricia Chen,Patricia_Chen@williams-stevens.com,2014-02-14,358569,MOBILE NUMBER NOT 8 DIGITS
William Crawford,William_Crawford@anderson-williams.com,02/27/1955,2446928,MOBILE NUMBER NOT 8 DIGITS
Christina Roberts,Christina_Roberts@pruitt.com,08-10-2013,5548957,MOBILE NUMBER NOT 8 DIGITS
Jerome Scott,Jerome_Scott@hughes.info,1984/08/07,1679511,MOBILE NUMBER NOT 8 DIGITS
John Henry,John_Henry@blake.info,1967/03/06,49860879,EMAIL NOT .NET OR .COM
James Miles,James_Miles@mitchell-brown.net,07-01-1953,7903218,MOBILE NUMBER NOT 8 DIGITS
Michael Downs,Michael_Downs@james.com,1992-01-27,3353071,MOBILE NUMBER NOT 8 DIGITS
Kayla Wheeler,Kayla_Wheeler@marshall.com,1960/04/24,599109,MOBILE NUMBER NOT 8 DIGITS
Charles Martin,Charles_Martin@ramirez.org,12/13/1992,4412325,MOBILE NUMBER NOT 8 DIGITS
Harold Bennett,Harold_Bennett@thomas.net,2013-12-02,1554351,MOBILE NUMBER NOT 8 DIGITS
Michael Swanson,Michael_Swanson@patel.com,1968/08/15,12671,MOBILE NUMBER NOT 8 DIGITS
Janet Mcdonald,Janet_Mcdonald@olson.org,08/13/1970,846171,MOBILE NUMBER NOT 8 DIGITS
Jacob Smith,Jacob_Smith@graves.com,1996-05-04,6550300,MOBILE NUMBER NOT 8 DIGITS
Alexa Webb,Alexa_Webb@owens.com,1963/07/21,124545,MOBILE NUMBER NOT 8 DIGITS
Louis Klein,Louis_Klein@phillips-allen.com,12/20/1965,3367 1863,MOBILE NUMBER NOT 8 DIGITS
Tony Yu,Tony_Yu@esparza.com,06-11-1951,578805,MOBILE NUMBER NOT 8 DIGITS
Lisa Goodman,Lisa_Goodman@floyd-vasquez.com,2008-11-05,7551307,MOBILE NUMBER NOT 8 DIGITS
Kimberly Hernandez,Kimberly_Hernandez@moore-johnson.com,10/27/2008,78896,MOBILE NUMBER NOT 8 DIGITS
Phillip Friedman,Phillip_Friedman@arnold.biz,1988-10-15,1929376,MOBILE NUMBER NOT 8 DIGITS
Brian Lam,Brian_Lam@jones.com,04/09/2008,3411 1927,MOBILE NUMBER NOT 8 DIGITS
Blake Mclaughlin,Blake_Mclaughlin@rogers.com,08-06-2016,70699583,BELOW 18
Billy Olsen,Billy_Olsen@cooper.com,1969-05-03,86056,MOBILE NUMBER NOT 8 DIGITS
Shawn Brock,Shawn_Brock@lee.com,09-09-1967,8254877,MOBILE NUMBER NOT 8 DIGITS
Danielle Jones,Danielle_Jones@nelson.com,1965-02-13,16871,MOBILE NUMBER NOT 8 DIGITS
Jim Gomez,Jim_Gomez@cox-moore.com,1956/06/04,143811,MOBILE NUMBER NOT 8 DIGITS
Sabrina Henderson,Sabrina_Henderson@reynolds.com,2008-02-20,4519243,MOBILE NUMBER NOT 8 DIGITS
David Pennington,David_Pennington@graham.com,1975/03/02,36206,MOBILE NUMBER NOT 8 DIGITS
Stephanie Bowman,Stephanie_Bowman@harvey-rodriguez.net,1951/05/21,9987944,MOBILE NUMBER NOT 8 DIGITS
Joseph Frazier,Joseph_Frazier@lopez-lewis.net,03/13/2010,41346,MOBILE NUMBER NOT 8 DIGITS
Ryan Mclaughlin,Ryan_Mclaughlin@archer-snyder.com,2017-07-13,6722388,MOBILE NUMBER NOT 8 DIGITS
Tony Hall,Tony_Hall@gamble-brown.com,02-10-1951,76596,MOBILE NUMBER NOT 8 DIGITS
Timothy Martin,Timothy_Martin@camacho-sparks.net,05-01-2003,92008191,BELOW 18
John Obrien,John_Obrien@pearson-hansen.com,01/16/1958,380373,MOBILE NUMBER NOT 8 DIGITS
Barbara Johnson,Barbara_Johnson@valdez-brown.biz,23-05-2004,256605,MOBILE NUMBER NOT 8 DIGITS
Brandon Marshall,Brandon_Marshall@thompson.org,1986/04/15,12250471,EMAIL NOT .NET OR .COM
Carrie Miller,Carrie_Miller@taylor.com,01-04-2017,910407,MOBILE NUMBER NOT 8 DIGITS
Samantha Dean,Samantha_Dean@bennett.net,1961/02/13,2718451,MOBILE NUMBER NOT 8 DIGITS
Jamie Wilson,Jamie_Wilson@kane-french.info,2014-01-10,47161,MOBILE NUMBER NOT 8 DIGITS
Carlos Acosta,Carlos_Acosta@hartman-zamora.com,2004-07-05,5026001,MOBILE NUMBER NOT 8 DIGITS
Amy Bennett,Amy_Bennett@smith-chase.com,1964-01-26,25266,MOBILE NUMBER NOT 8 DIGITS
Dominique Wells,Dominique_Wells@carter-hurst.com,2014/05/29,80856,MOBILE NUMBER NOT 8 DIGITS
Michael Barton,Michael_Barton@marshall-henson.com,30-05-2007,29311,MOBILE NUMBER NOT 8 DIGITS
Megan Riggs,Megan_Riggs@turner.net,04-03-1974,661233,MOBILE NUMBER NOT 8 DIGITS
Whitney Andrews,Whitney_Andrews@morris-zimmerman.com,26-12-1981,86756,MOBILE NUMBER NOT 8 DIGITS
Catherine Jones,Catherine_Jones@adams-cole.com,1997/09/26,95931,MOBILE NUMBER NOT 8 DIGITS
William Andrews,William_Andrews@willis.com,1996-03-22,3711394,MOBILE NUMBER NOT 8 DIGITS
Kathleen Edwards,Kathleen_Edwards@clark.com,2017-08-08,75094807,BELOW 18
Justin Johnson,Justin_Johnson@gordon.com,1954-02-05,13111,MOBILE NUMBER NOT 8 DIGITS
Valerie Young,Valerie_Young@mueller.com,07/14/1954,829539,MOBILE NUMBER NOT 8 DIGITS
Samantha Perez,Samantha_Perez@bailey.org,23-06-1994,406497,MOBILE NUMBER NOT 8 DIGITS
Devin Allen,Devin_Allen@decker-frank.com,10/24/1975,52676,MOBILE NUMBER NOT 8 DIGITS
Stephanie Little,Stephanie_Little@hicks-anderson.net,23-11-1950,8730597,MOBILE NUMBER NOT 8 DIGITS
Melanie Miller,Melanie_Miller@martinez.biz,05/15/1987,48116,MOBILE NUMBER NOT 8 DIGITS
Erica Beck,Erica_Beck@lane.com,23-04-1957,459363,MOBILE NUMBER NOT 8 DIGITS
Toni Dunn,Toni_Dunn@chapman.com,08/31/1980,8967 4459,MOBILE NUMBER NOT 8 DIGITS
David Jackson,David_Jackson@stokes-guzman.com,08/25/1968,735651,MOBILE NUMBER NOT 8 DIGITS
Melanie Gates,Melanie_Gates@yang.com,05-01-2012,78743751,BELOW 18
Jordan Lewis,Jordan_Lewis@nolan.net,14-12-1962,34596,MOBILE NUMBER NOT 8 DIGITS
Michele Johnson,Michele_Johnson@johnson-james.net,04-10-2005,33671,MOBILE NUMBER NOT 8 DIGITS
Samantha Ryan,Samantha_Ryan@hernandez.com,2005-10-16,84616,MOBILE NUMBER NOT 8 DIGITS
Christopher Hudson,Christopher_Hudson@conrad.com,17-12-1959,21286,MOBILE NUMBER NOT 8 DIGITS
Zachary Williams,Zachary_Williams@jackson-dean.com,18-02-1978,7658953,MOBILE NUMBER NOT 8 DIGITS
Donna Davis,Donna_Davis@garza.com,1968/08/09,53051,MOBILE NUMBER NOT 8 DIGITS
Christopher Nolan,Christopher_Nolan@black-copeland.biz,2017/11/17,459765,MOBILE NUMBER NOT 8 DIGITS
Evelyn Hanna,Evelyn_Hanna@mitchell-perez.org,2016/04/27,778125,MOBILE NUMBER NOT 8 DIGITS
Jason Johnson,Jason_Johnson@edwards.com,02/13/1974,25696,MOBILE NUMBER NOT 8 DIGITS
Barbara Caldwell,Barbara_Caldwell@lopez.org,1950/05/09,8702443,MOBILE NUMBER NOT 8 DIGITS
Ronald Huff,Ronald_Huff@miles.com,2000/03/21,9563044,MOBILE NUMBER NOT 8 DIGITS
Holly Norris,Holly_Norris@gutierrez-hurst.org,1969/01/06,8525392,MOBILE NUMBER NOT 8 DIGITS
Derrick Carter,Derrick_Carter@coleman-byrd.info,05-04-1964,33971,MOBILE NUMBER NOT 8 DIGITS
Kenneth Golden,Kenneth_Golden@ramsey.com,2000/01/24,98796,MOBILE NUMBER NOT 8 DIGITS
Grace Edwards,Grace_Edwards@jones-kelley.com,08/08/2006,2539 4751,MOBILE NUMBER NOT 8 DIGITS
Jonathan Rios,Jonathan_Rios@johnson.net,1981/09/19,489579,MOBILE NUMBER NOT 8 DIGITS
Mackenzie Miller,Mackenzie_Miller@bender-stanton.com,04/29/2015,5541943,MOBILE NUMBER NOT 8 DIGITS
Tammy Taylor,Tammy_Taylor@pace.com,1950-07-12,6704671,MOBILE NUMBER NOT 8 DIGITS
Reginald King,Reginald_King@turner.net,04-10-1981,3018387,MOBILE NUMBER NOT 8 DIGITS
Matthew Fletcher,Matthew_Fletcher@perez.com,2005/02/09,191049,MOBILE NUMBER NOT 8 DIGITS
Elizabeth Jordan,Elizabeth_Jordan@schroeder-mcdaniel.com,01/07/2004,3007 4335,MOBILE NUMBER NOT 8 DIGITS
Sally Santiago,Sally_Santiago@bowers.net,21-02-1973,58976,MOBILE NUMBER NOT 8 DIGITS
James Johnson,James_Johnson@greene.biz,16-12-2002,21476871,EMAIL NOT .NET OR .COM
Jason Saunders,Jason_Saunders@campos.org,1995/10/06,2477245,MOBILE NUMBER NOT 8 DIGITS
Carol Hernandez,Carol_Hernandez@rowe.net,08/04/1985,9701973,MOBILE NUMBER NOT 8 DIGITS
Kendra Dawson,Kendra_Dawson@hernandez.biz,1951/04/07,82622519,EMAIL NOT .NET OR .COM
James Hess DDS,James_Hess@humphrey-white.org,01/16/1990,572313,MOBILE NUMBER NOT 8 DIGITS
Michael Stokes,Michael_Stokes@navarro.com,06/11/1979,6755470,MOBILE NUMBER NOT 8 DIGITS
Jeffrey Martinez,Jeffrey_Martinez@flynn-young.info,02-09-2017,32055439,EMAIL NOT .NET OR .COM
Joseph Bell,Joseph_Bell@gallegos.net,09/16/1958,91156,MOBILE NUMBER NOT 8 DIGITS
Pamela Black,Pamela_Black@powers-decker.biz,02/18/1992,43891,MOBILE NUMBER NOT 8 DIGITS
Robert Jordan,Robert_Jordan@boyer.com,2015/03/02,739083,MOBILE NUMBER NOT 8 DIGITS
Kathy Baker,Kathy_Baker@griffin-williams.com,08/18/2000,3274433,MOBILE NUMBER NOT 8 DIGITS
Brian Bailey,Brian_Bailey@bush-hart.biz,1990-07-07,71636,MOBILE NUMBER NOT 8 DIGITS
Mitchell Clark,Mitchell_Clark@miller.com,1964/08/29,19311,MOBILE NUMBER NOT 8 DIGITS
Kelly Mcintyre,Kelly_Mcintyre@mosley.net,24-03-2014,89346135,BELOW 18
Latoya Gonzales,Latoya_Gonzales@ross.org,17-12-2009,75186,MOBILE NUMBER NOT 8 DIGITS
Olivia Mayo,Olivia_Mayo@alexander.com,01/19/2017,5753231,MOBILE NUMBER NOT 8 DIGITS
Thomas Anderson,Thomas_Anderson@perez.biz,03-07-1984,75106319,EMAIL NOT .NET OR .COM
Todd Jennings,Todd_Jennings@house.com,1986/06/21,5296082,MOBILE NUMBER NOT 8 DIGITS
Paul Dixon,Paul_Dixon@smith.com,1965-03-25,14406,MOBILE NUMBER NOT 8 DIGITS
Julie Torres,Julie_Torres@harris.com,1992-01-22,6153134,MOBILE NUMBER NOT 8 DIGITS
James Miller,James_Miller@ellis-fox.com,1999-09-01,6415543,MOBILE NUMBER NOT 8 DIGITS
John Howard,John_Howard@zimmerman.com,02-06-1998,527469,MOBILE NUMBER NOT 8 DIGITS
Anne Savage,Anne_Savage@moore.com,07/17/1990,13466,MOBILE NUMBER NOT 8 DIGITS
Mrs. Amber Esparza,Amber_Esparza@hoffman.com,2004/12/30,12096,MOBILE NUMBER NOT 8 DIGITS
Todd Armstrong,Todd_Armstrong@carlson-smith.info,21-08-1973,7744906,MOBILE NUMBER NOT 8 DIGITS
Aaron Richardson,Aaron_Richardson@savage-swanson.org,03-06-1991,161793,MOBILE NUMBER NOT 8 DIGITS
